Entry	Entry Name	Mass	Length	Gene Names	Organism	Organism (ID)	Protein names
A0A087WSF4	A0A087WSF4_MOUSE	75905	635	Zfp976	Mus musculus (Mouse)	10090	Zinc finger protein 976
A0A087WSG4	A0A087WSG4_MOUSE	22804	213	Trip12	Mus musculus (Mouse)	10090	E3 ubiquitin-protein ligase (EC 2.3.2.26)
A0A087WSI9	A0A087WSI9_MOUSE	24711	219	Snap91	Mus musculus (Mouse)	10090	Synaptosomal-associated protein 91
A0A087WSJ4	A0A087WSJ4_MOUSE	19266	184	Eya1	Mus musculus (Mouse)	10090	Eyes absent homolog (EC 3.1.3.48)
A0A087WSK4	A0A087WSK4_MOUSE	40905	369	Tfdp2	Mus musculus (Mouse)	10090	Transcription factor Dp 2
A0A087WSL5	A0A087WSL5_MOUSE	9833	89	Tuba4a	Mus musculus (Mouse)	10090	Tubulin, alpha 4A
A0A087WSL6	A0A087WSL6_MOUSE	25204	225	Srcap	Mus musculus (Mouse)	10090	Snf2-related CREBBP activator protein
A0A087WSN5	A0A087WSN5_MOUSE	28441	252	Pigx	Mus musculus (Mouse)	10090	Phosphatidylinositol-glycan biosynthesis class X protein
A0A087WSN6	A0A087WSN6_MOUSE	253012	2296	Fn1	Mus musculus (Mouse)	10090	Fibronectin
A0A087WSP0	A0A087WSP0_MOUSE	590439	5175	Dst	Mus musculus (Mouse)	10090	Dystonin
A0A087WSS1	A0A087WSS1_MOUSE	131874	1192	Relch 2310035C23Rik	Mus musculus (Mouse)	10090	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing
A0A087WSU4	A0A087WSU4_MOUSE	53882	485	Nab1	Mus musculus (Mouse)	10090	Ngfi-A binding protein 1
A0A097BVN3	A0A097BVN3_MOUSE	51711	468	Gfra1	Mus musculus (Mouse)	10090	GDNF family receptor alpha
A0A097ZP89	A0A097ZP89_MOUSE	71199	648	Kif12	Mus musculus (Mouse)	10090	Kinesin-like protein
A0A0A0MQ68	A0A0A0MQ68_MOUSE	49570	447	Gcdh	Mus musculus (Mouse)	10090	Glutaryl-Coenzyme A dehydrogenase
A0A0A0MQ76	A0A0A0MQ76_MOUSE	50064	444	Nop58	Mus musculus (Mouse)	10090	NOP58 ribonucleoprotein
A0A0A0MQ80	A0A0A0MQ80_MOUSE	97157	892	Afg2a Spata5	Mus musculus (Mouse)	10090	vesicle-fusing ATPase (EC 3.6.4.6)
A0A0A0MQ88	A0A0A0MQ88_MOUSE	35581	309	Pitpnc1	Mus musculus (Mouse)	10090	Phosphatidylinositol transfer protein, cytoplasmic 1
A0A0A0MQ89	A0A0A0MQ89_MOUSE	68159	608	Actr5	Mus musculus (Mouse)	10090	ARP5 actin-related protein 5
A0A0A0MQ90	A0A0A0MQ90_MOUSE	17744	160	S100a13	Mus musculus (Mouse)	10090	Protein S100-A13
A0A0A0MQ92	A0A0A0MQ92_MOUSE	306680	2765	Tenm2	Mus musculus (Mouse)	10090	Teneurin transmembrane protein 2
A0A0A0MQ99	A0A0A0MQ99_MOUSE	15193	131	Swi5	Mus musculus (Mouse)	10090	DNA repair protein SWI5 homolog (Protein SAE3 homolog)
A0A0A0MQA5	A0A0A0MQA5_MOUSE	52905	477	Tuba4a	Mus musculus (Mouse)	10090	Tubulin alpha chain
A0A0A0MQA6	A0A0A0MQA6_MOUSE	607892	5328	Macf1	Mus musculus (Mouse)	10090	Microtubule-actin crosslinking factor 1
A0A0A0MQB7	A0A0A0MQB7_MOUSE	306551	2764	Tenm2	Mus musculus (Mouse)	10090	Teneurin transmembrane protein 2
A0A0A0MQB8	A0A0A0MQB8_MOUSE	38614	349	Meis1	Mus musculus (Mouse)	10090	Meis homeobox 1
A0A0A0MQC3	A0A0A0MQC3_MOUSE	16150	141	Urah	Mus musculus (Mouse)	10090	5-hydroxyisourate hydrolase (HIU hydrolase) (HIUHase) (EC 3.5.2.17)
A0A0A0MQC6	A0A0A0MQC6_MOUSE	111183	1013	Elapor1 5330417C22Rik	Mus musculus (Mouse)	10090	Endosome-lysosome associated apoptosis and autophagy regulator 1
A0A0A0MQC7	A0A0A0MQC7_MOUSE	76259	733	Mapt	Mus musculus (Mouse)	10090	Microtubule-associated protein
A0A0A0MQD1	A0A0A0MQD1_MOUSE	125837	1119	Tdrd7	Mus musculus (Mouse)	10090	Tudor domain-containing protein 7
A0A0A0MQD3	A0A0A0MQD3_MOUSE	23600	214	Cacng6	Mus musculus (Mouse)	10090	Voltage-dependent calcium channel gamma-6 subunit
A0A0A0MQE0	A0A0A0MQE0_MOUSE	78613	758	Pou2f1	Mus musculus (Mouse)	10090	POU domain protein
A0A0A0MQE2	A0A0A0MQE2_MOUSE	24534	220	Mbtps2	Mus musculus (Mouse)	10090	Membrane-bound transcription factor site-2 protease (EC 3.4.24.85) (Endopeptidase S2P)
A0A0A0MQE5	A0A0A0MQE5_MOUSE	176016	1582	Camsap1	Mus musculus (Mouse)	10090	Calmodulin regulated spectrin-associated protein 1
A0A0A0MQF2	A0A0A0MQF2_MOUSE	116799	1017	Ano1	Mus musculus (Mouse)	10090	Anoctamin
A0A0A0MQF5	A0A0A0MQF5_MOUSE	37187	325	Otud6b	Mus musculus (Mouse)	10090	ubiquitinyl hydrolase 1 (EC 3.4.19.12)
A0A0A0MQG2	A0A0A0MQG2_MOUSE	244251	2092	Sptbn1	Mus musculus (Mouse)	10090	Spectrin beta, non-erythrocytic 1
A0A0A0MQI3	A0A0A0MQI3_MOUSE	62003	561	Tshz2	Mus musculus (Mouse)	10090	Teashirt zinc finger family member 2
A0A0A0MQI9	A0A0A0MQI9_MOUSE	12519	109	Capzb	Mus musculus (Mouse)	10090	F-actin-capping protein subunit beta
A0A0A0MQJ5	A0A0A0MQJ5_MOUSE	16220	158	Atp6v0b	Mus musculus (Mouse)	10090	ATPase, H+ transporting, lysosomal V0 subunit B
A0A0A0MQJ7	A0A0A0MQJ7_MOUSE	21299	194	Ciz1	Mus musculus (Mouse)	10090	CDKN1A interacting zinc finger protein 1
A0A0A0MQK4	A0A0A0MQK4_MOUSE	280625	2521	Pkd1l1	Mus musculus (Mouse)	10090	Polycystic kidney disease 1 like 1
A0A0A0MQK6	A0A0A0MQK6_MOUSE	69780	612	L3mbtl4	Mus musculus (Mouse)	10090	L3MBTL4 histone methyl-lysine binding protein
A0A0A0MQK7	A0A0A0MQK7_MOUSE	13415	118	C1d	Mus musculus (Mouse)	10090	Nuclear nucleic acid-binding protein C1D
A0A0A0MQL0	A0A0A0MQL0_MOUSE	37433	346	Tmeff1	Mus musculus (Mouse)	10090	Transmembrane protein with EGF-like and two follistatin-like domains 1
A0A0A0MQL3	A0A0A0MQL3_MOUSE	24526	224	Tspan1	Mus musculus (Mouse)	10090	Tetraspanin
A0A0A0MQM0	A0A0A0MQM0_MOUSE	16303	149	Eif5a	Mus musculus (Mouse)	10090	Eukaryotic translation initiation factor 5A (eIF-5A)
A0A0A0MQM2	A0A0A0MQM2_MOUSE	122552	1073	Plch1	Mus musculus (Mouse)	10090	Phosphoinositide phospholipase C (EC 3.1.4.11)
A0A0A0MQM6	A0A0A0MQM6_MOUSE	61018	580	Pou2f1	Mus musculus (Mouse)	10090	POU domain protein
A0A0A0MQN1	A0A0A0MQN1_MOUSE	12542	114	Krtcap2	Mus musculus (Mouse)	10090	Keratinocyte-associated protein 2 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2)
A0A0A0MQN6	A0A0A0MQN6_MOUSE	34969	323	Crx	Mus musculus (Mouse)	10090	Cone-rod homeobox
A0A0A0MQN9	A0A0A0MQN9_MOUSE	270751	2481	Ttc28	Mus musculus (Mouse)	10090	Tetratricopeptide repeat domain 28
A0A0A0MQP1	A0A0A0MQP1_MOUSE	230992	2070	Pkd1l1	Mus musculus (Mouse)	10090	Polycystic kidney disease 1 like 1
A0A0A0R784	A0A0A0R784_MOUSE	22063	198	Angptl8 Gm6484 gm6484	Mus musculus (Mouse)	10090	Rifl
A0A0A1HAM8	A0A0A1HAM8_MOUSE	29721	309	Marcks	Mus musculus (Mouse)	10090	80K protein
A0A0A6YVP4	A0A0A6YVP4_MOUSE	19212	168	Mrpl15	Mus musculus (Mouse)	10090	Large ribosomal subunit protein uL15m (39S ribosomal protein L15, mitochondrial)
A0A0A6YVP5	A0A0A6YVP5_MOUSE	9532	85	Pcdh9	Mus musculus (Mouse)	10090	Protocadherin 9
A0A0A6YVQ0	A0A0A6YVQ0_MOUSE	6804	57	Ciz1	Mus musculus (Mouse)	10090	CDKN1A interacting zinc finger protein 1
A0A0A6YVR5	A0A0A6YVR5_MOUSE	16582	145	Ip6k1	Mus musculus (Mouse)	10090	Kinase (EC 2.7.-.-)
A0A0A6YVR9	A0A0A6YVR9_MOUSE	27146	240	Surf1	Mus musculus (Mouse)	10090	SURF1-like protein
A0A0A6YVS1	A0A0A6YVS1_MOUSE	10319	92	Fcer1g	Mus musculus (Mouse)	10090	Fc receptor, IgE, high affinity I, gamma polypeptide
A0A0A6YVS2	A0A0A6YVS2_MOUSE	22394	200	Tmco1	Mus musculus (Mouse)	10090	Calcium load-activated calcium channel (GEL complex subunit TMCO1) (Transmembrane and coiled-coil domain-containing protein 1)
A0A0A6YVS3	A0A0A6YVS3_MOUSE	8453	73	Ip6k2	Mus musculus (Mouse)	10090	Kinase (EC 2.7.-.-)
A0A0A6YVS5	A0A0A6YVS5_MOUSE	13648	131	Pcdhgc4	Mus musculus (Mouse)	10090	Protocadherin gamma subfamily C, 4
A0A0A6YVT4	A0A0A6YVT4_MOUSE	5915	55	Pcdhgc5	Mus musculus (Mouse)	10090	Protocadherin gamma subfamily C, 5
A0A0A6YVU8	A0A0A6YVU8_MOUSE	42147	407	Adrm1b Gm9774	Mus musculus (Mouse)	10090	Adhesion regulating molecule 1B
A0A0A6YVV5	A0A0A6YVV5_MOUSE	20651	191	Fubp3	Mus musculus (Mouse)	10090	Far upstream element (FUSE) binding protein 3
A0A0A6YVV8	A0A0A6YVV8_MOUSE	41719	387	Mbnl1	Mus musculus (Mouse)	10090	Muscleblind like splicing factor 1
A0A0A6YVW5	A0A0A6YVW5_MOUSE	43760	370	Chst10	Mus musculus (Mouse)	10090	Carbohydrate sulfotransferase (EC 2.8.2.-)
A0A0A6YVY3	A0A0A6YVY3_MOUSE	7230	63	Surf1	Mus musculus (Mouse)	10090	SURF1-like protein
A0A0A6YVY4	A0A0A6YVY4_MOUSE	99282	873	Tlr5	Mus musculus (Mouse)	10090	Toll-like receptor 5
A0A0A6YVY7	A0A0A6YVY7_MOUSE	82186	734	Usp4	Mus musculus (Mouse)	10090	ubiquitinyl hydrolase 1 (EC 3.4.19.12)
A0A0A6YVZ1	A0A0A6YVZ1_MOUSE	17941	164	Ssr2	Mus musculus (Mouse)	10090	Translocon-associated protein subunit beta
A0A0A6YVZ8	A0A0A6YVZ8_MOUSE	46799	404	Map4k4	Mus musculus (Mouse)	10090	Mitogen-activated protein kinase kinase kinase kinase 4
A0A0A6YW06	A0A0A6YW06_MOUSE	83984	785	Enah	Mus musculus (Mouse)	10090	ENAH actin regulator
A0A0A6YW07	A0A0A6YW07_MOUSE	23649	208	Impa1	Mus musculus (Mouse)	10090	Inositol-1-monophosphatase (EC 3.1.3.25)
A0A0A6YW27	A0A0A6YW27_MOUSE	88753	810	Pcdhga1	Mus musculus (Mouse)	10090	Protocadherin gamma subfamily A, 1
A0A0A6YW28	A0A0A6YW28_MOUSE	103723	915	Usp4	Mus musculus (Mouse)	10090	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)
A0A0A6YW30	A0A0A6YW30_MOUSE	26788	231	Ndufs2	Mus musculus (Mouse)	10090	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (Complex I-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)
A0A0A6YW34	A0A0A6YW34_MOUSE	41344	379	Pcdh7	Mus musculus (Mouse)	10090	Protocadherin 7
A0A0A6YW36	A0A0A6YW36_MOUSE	55677	477	Rgs7	Mus musculus (Mouse)	10090	Regulator of G protein signaling 7
A0A0A6YW42	A0A0A6YW42_MOUSE	5913	52	Fubp3	Mus musculus (Mouse)	10090	Far upstream element (FUSE) binding protein 3
A0A0A6YW44	A0A0A6YW44_MOUSE	16998	149	Cnot11	Mus musculus (Mouse)	10090	CCR4-NOT transcription complex subunit 11
A0A0A6YW69	A0A0A6YW69_MOUSE	76388	674	Trpv5	Mus musculus (Mouse)	10090	Transient receptor potential cation channel, subfamily V, member 5
A0A0A6YW72	A0A0A6YW72_MOUSE	365661	3346	Dchs2	Mus musculus (Mouse)	10090	Dachsous cadherin related 2
A0A0A6YW89	A0A0A6YW89_MOUSE	37556	327	Pfkfb3	Mus musculus (Mouse)	10090	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
A0A0A6YW90	A0A0A6YW90_MOUSE	87152	777	Gria2	Mus musculus (Mouse)	10090	Glutamate receptor
A0A0A6YWA1	A0A0A6YWA1_MOUSE	9867	86	Ip6k2	Mus musculus (Mouse)	10090	Kinase (EC 2.7.-.-)
A0A0A6YWA7	A0A0A6YWA7_MOUSE	28481	242	Chst10	Mus musculus (Mouse)	10090	Carbohydrate sulfotransferase (EC 2.8.2.-)
A0A0A6YWB5	A0A0A6YWB5_MOUSE	9696	86	Mindy3 Fam188a	Mus musculus (Mouse)	10090	Ubiquitin carboxyl-terminal hydrolase MINDY (EC 3.4.19.12)
A0A0A6YWC4	A0A0A6YWC4_MOUSE	144358	1297	Ptch1	Mus musculus (Mouse)	10090	Patched 1
A0A0A6YWE3	A0A0A6YWE3_MOUSE	14082	121	Plagl1	Mus musculus (Mouse)	10090	Pleiomorphic adenoma gene-like 1
A0A0A6YWG7	A0A0A6YWG7_MOUSE	184115	1644	Rapgef2	Mus musculus (Mouse)	10090	Rap guanine nucleotide exchange factor (GEF) 2
A0A0A6YWI6	A0A0A6YWI6_MOUSE	70415	641	Dclk2	Mus musculus (Mouse)	10090	Doublecortin-like kinase 2
A0A0A6YWI7	A0A0A6YWI7_MOUSE	20790	189	Exo1	Mus musculus (Mouse)	10090	Exonuclease 1 (EC 3.1.-.-)
A0A0A6YWK0	A0A0A6YWK0_MOUSE	113707	1026	Pcdh11x	Mus musculus (Mouse)	10090	Protocadherin 11 X-linked
A0A0A6YWM0	A0A0A6YWM0_MOUSE	96207	873	Pcdh9	Mus musculus (Mouse)	10090	Protocadherin 9
A0A0A6YWM3	A0A0A6YWM3_MOUSE	46516	402	Ip6k2	Mus musculus (Mouse)	10090	Kinase (EC 2.7.-.-)
A0A0A6YWM5	A0A0A6YWM5_MOUSE	152543	1367	Rab3gap2	Mus musculus (Mouse)	10090	RAB3 GTPase activating protein subunit 2
A0A0A6YWN1	A0A0A6YWN1_MOUSE	7591	74	Pou2f1	Mus musculus (Mouse)	10090	POU domain, class 2, transcription factor 1 (NF-A1) (Octamer-binding protein 1) (Octamer-binding transcription factor 1)
A0A0A6YWN5	A0A0A6YWN5_MOUSE	21060	191	Exo1	Mus musculus (Mouse)	10090	Exonuclease 1 (EC 3.1.-.-)
A0A0A6YWN9	A0A0A6YWN9_MOUSE	110579	991	Usp19	Mus musculus (Mouse)	10090	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)
A0A0A6YWP6	A0A0A6YWP6_MOUSE	50811	441	Atp6v1h	Mus musculus (Mouse)	10090	V-type proton ATPase subunit H
A0A0A6YWQ9	A0A0A6YWQ9_MOUSE	47770	420	Mael	Mus musculus (Mouse)	10090	Protein maelstrom homolog
A0A0A6YWR3	A0A0A6YWR3_MOUSE	20250	182	Sirpb1a	Mus musculus (Mouse)	10090	Signal-regulatory protein beta 1A
A0A0A6YWR5	A0A0A6YWR5_MOUSE	25374	223	Lhx4	Mus musculus (Mouse)	10090	LIM homeobox protein 4
A0A0A6YWS6	A0A0A6YWS6_MOUSE	72542	640	Utp25 Diexf	Mus musculus (Mouse)	10090	U3 small nucleolar RNA-associated protein 25 homolog (UTP25 small subunit processor component)
A0A0A6YWW6	A0A0A6YWW6_MOUSE	18611	174	Cog6	Mus musculus (Mouse)	10090	Conserved oligomeric Golgi complex subunit 6 (COG complex subunit 6) (Component of oligomeric Golgi complex 6)
A0A0A6YWX1	A0A0A6YWX1_MOUSE	146283	1322	Usp19	Mus musculus (Mouse)	10090	ubiquitinyl hydrolase 1 (EC 3.4.19.12)
A0A0A6YWY8	A0A0A6YWY8_MOUSE	132287	1203	Pcdh9	Mus musculus (Mouse)	10090	Protocadherin 9
A0A0A6YWZ3	A0A0A6YWZ3_MOUSE	19112	174	Ackr1	Mus musculus (Mouse)	10090	Atypical chemokine receptor 1 (Duffy antigen/chemokine receptor)
A0A0A6YWZ8	A0A0A6YWZ8_MOUSE	24775	223	Exo1	Mus musculus (Mouse)	10090	Exonuclease 1 (EC 3.1.-.-)
A0A0A6YX05	A0A0A6YX05_MOUSE	15253	132	Atp1b1	Mus musculus (Mouse)	10090	Sodium/potassium-transporting ATPase subunit beta
A0A0A6YX09	A0A0A6YX09_MOUSE	13029	118	Agrp	Mus musculus (Mouse)	10090	Agouti related neuropeptide
A0A0A6YX18	A0A0A6YX18_MOUSE	54109	465	Atp6v1h	Mus musculus (Mouse)	10090	V-type proton ATPase subunit H
A0A0A6YX26	A0A0A6YX26_MOUSE	14997	129	Rpl31	Mus musculus (Mouse)	10090	Large ribosomal subunit protein eL31 (60S ribosomal protein L31)
A0A0A6YX33	A0A0A6YX33_MOUSE	64927	591	Dclk2	Mus musculus (Mouse)	10090	Doublecortin-like kinase 2
A0A0A6YX37	A0A0A6YX37_MOUSE	38173	333	Hyal2	Mus musculus (Mouse)	10090	Hyaluronidase (EC 3.2.1.35)
A0A0A6YX40	A0A0A6YX40_MOUSE	137031	1214	Igsf3	Mus musculus (Mouse)	10090	Immunoglobulin superfamily, member 3
A0A0A6YX46	A0A0A6YX46_MOUSE	17902	151	Ip6k2	Mus musculus (Mouse)	10090	Kinase (EC 2.7.-.-)
A0A0A6YX50	A0A0A6YX50_MOUSE	41248	389	Ppox	Mus musculus (Mouse)	10090	Protoporphyrinogen oxidase (EC 1.3.3.4)
A0A0A6YX71	A0A0A6YX71_MOUSE	78053	711	Dclk2	Mus musculus (Mouse)	10090	Doublecortin-like kinase 2
A0A0A6YX73	A0A0A6YX73_MOUSE	43166	380	Prkar2a	Mus musculus (Mouse)	10090	Protein kinase, cAMP dependent regulatory, type II alpha
A0A0A6YX74	A0A0A6YX74_MOUSE	11853	105	Exo1	Mus musculus (Mouse)	10090	Exonuclease 1 (EC 3.1.-.-)
A0A0A6YX76	A0A0A6YX76_MOUSE	8877	83	Fubp3	Mus musculus (Mouse)	10090	Far upstream element (FUSE) binding protein 3
A0A0A6YX79	A0A0A6YX79_MOUSE	4742	45	Pcdh1	Mus musculus (Mouse)	10090	Protocadherin 1
A0A0A6YXA1	A0A0A6YXA1_MOUSE	14960	135	Crnn	Mus musculus (Mouse)	10090	Cornulin
A0A0A6YXA7	A0A0A6YXA7_MOUSE	9130	79	Arih2	Mus musculus (Mouse)	10090	RBR-type E3 ubiquitin transferase (EC 2.3.2.31)
A0A0A6YXB0	A0A0A6YXB0_MOUSE	36222	318	Arih2	Mus musculus (Mouse)	10090	RBR-type E3 ubiquitin transferase (EC 2.3.2.31)
A0A0A6YXB5	A0A0A6YXB5_MOUSE	189888	1714	Pcdh15	Mus musculus (Mouse)	10090	Protocadherin 15
A0A0A6YXB7	A0A0A6YXB7_MOUSE	20324	185	Ssr2	Mus musculus (Mouse)	10090	Translocon-associated protein subunit beta (TRAP-beta) (Signal sequence receptor subunit beta)
A0A0A6YXC4	A0A0A6YXC4_MOUSE	16111	138	Traf5	Mus musculus (Mouse)	10090	TNF receptor-associated factor 5
A0A0A6YXC8	A0A0A6YXC8_MOUSE	58350	524	Enah	Mus musculus (Mouse)	10090	ENAH actin regulator
A0A0A6YXD3	A0A0A6YXD3_MOUSE	16897	145	Ndufs2	Mus musculus (Mouse)	10090	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (Complex I-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)
A0A0A6YXD8	A0A0A6YXD8_MOUSE	8142	71	Kcnt2	Mus musculus (Mouse)	10090	Potassium channel, subfamily T, member 2
A0A0A6YXG1	A0A0A6YXG1_MOUSE	265159	2431	Mast4	Mus musculus (Mouse)	10090	non-specific serine/threonine protein kinase (EC 2.7.11.1)
A0A0A6YXG9	A0A0A6YXG9_MOUSE	22331	194	Uck2	Mus musculus (Mouse)	10090	uridine/cytidine kinase (EC 2.7.1.48)
A0A0A6YXH3	A0A0A6YXH3_MOUSE	84198	746	Osbpl9	Mus musculus (Mouse)	10090	Oxysterol-binding protein
A0A0A6YXI4	A0A0A6YXI4_MOUSE	11644	106	Tcta	Mus musculus (Mouse)	10090	T-cell leukemia translocation-altered gene protein homolog
A0A0A6YXJ6	A0A0A6YXJ6_MOUSE	17392	154	Hyal2	Mus musculus (Mouse)	10090	Hyaluronidase (EC 3.2.1.35)
A0A0A6YXK3	A0A0A6YXK3_MOUSE	20630	178	Chst10	Mus musculus (Mouse)	10090	Carbohydrate sulfotransferase (EC 2.8.2.-)
A0A0A6YXL3	A0A0A6YXL3_MOUSE	9942	87	Rpl31	Mus musculus (Mouse)	10090	Large ribosomal subunit protein eL31 (60S ribosomal protein L31)
A0A0A6YXR0	A0A0A6YXR0_MOUSE	27006	247	Cept1	Mus musculus (Mouse)	10090	Choline/ethanolaminephosphotransferase 1
A0A0A6YXS4	A0A0A6YXS4_MOUSE	27209	248	Impdh2	Mus musculus (Mouse)	10090	IMP dehydrogenase (EC 1.1.1.205)
A0A0A6YXT1	A0A0A6YXT1_MOUSE	88805	813	Pcdhga7	Mus musculus (Mouse)	10090	Protocadherin gamma subfamily A, 7
A0A0A6YXT7	A0A0A6YXT7_MOUSE	11220	98	Ip6k2	Mus musculus (Mouse)	10090	Kinase (EC 2.7.-.-)
A0A0A6YXV2	A0A0A6YXV2_MOUSE	67573	602	Ildr2	Mus musculus (Mouse)	10090	Immunoglobulin-like domain-containing receptor 2
A0A0A6YXV8	A0A0A6YXV8_MOUSE	91839	814	Camsap2	Mus musculus (Mouse)	10090	Calmodulin regulated spectrin-associated protein family, member 2
A0A0A6YXW4	A0A0A6YXW4_MOUSE	14786	128	Mrpl30	Mus musculus (Mouse)	10090	Large ribosomal subunit protein uL30m (39S ribosomal protein L30, mitochondrial)
A0A0A6YXW7	A0A0A6YXW7_MOUSE	21376	187	Uck2	Mus musculus (Mouse)	10090	uridine/cytidine kinase (EC 2.7.1.48)
A0A0A6YXW9	A0A0A6YXW9_MOUSE	76572	669	Cnga3	Mus musculus (Mouse)	10090	Cyclic nucleotide gated channel alpha 3
A0A0A6YXZ3	A0A0A6YXZ3_MOUSE	9000	81	Hyal2	Mus musculus (Mouse)	10090	Hyaluronidase (EC 3.2.1.35)
A0A0A6YXZ9	A0A0A6YXZ9_MOUSE	11335	107	Pcdhgc5	Mus musculus (Mouse)	10090	Protocadherin gamma subfamily C, 5
A0A0A6YY04	A0A0A6YY04_MOUSE	61546	539	Nr5a2	Mus musculus (Mouse)	10090	Nuclear receptor subfamily 5, group A, member 2
A0A0A6YY09	A0A0A6YY09_MOUSE	131721	1195	Pcdh9	Mus musculus (Mouse)	10090	Protocadherin 9
A0A0A6YY17	A0A0A6YY17_MOUSE	197954	1783	Pcdh15	Mus musculus (Mouse)	10090	Protocadherin 15
A0A0A6YY18	A0A0A6YY18_MOUSE	12357	110	Ip6k2	Mus musculus (Mouse)	10090	Kinase (EC 2.7.-.-)
A0A0A6YY20	A0A0A6YY20_MOUSE	12193	114	Sft2d2	Mus musculus (Mouse)	10090	Vesicle transport protein
A0A0A6YY37	A0A0A6YY37_MOUSE	114313	1038	Pcdh9	Mus musculus (Mouse)	10090	Protocadherin 9
A0A0A6YY39	A0A0A6YY39_MOUSE	13042	123	Fubp3	Mus musculus (Mouse)	10090	Far upstream element (FUSE) binding protein 3
A0A0A6YY44	A0A0A6YY44_MOUSE	98204	904	Pcdha11	Mus musculus (Mouse)	10090	Protocadherin alpha 11
A0A0A6YY47	A0A0A6YY47_MOUSE	93492	848	Ncam1	Mus musculus (Mouse)	10090	Neural cell adhesion molecule 1
A0A0A6YY48	A0A0A6YY48_MOUSE	87707	802	Pcdh7	Mus musculus (Mouse)	10090	Protocadherin 7
A0A0A6YY59	A0A0A6YY59_MOUSE	16093	144	Nmd3	Mus musculus (Mouse)	10090	60S ribosomal export protein NMD3
A0A0A6YY64	A0A0A6YY64_MOUSE	57349	500	Pfkfb3	Mus musculus (Mouse)	10090	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
A0A0A6YY67	A0A0A6YY67_MOUSE	165689	1472	Camsap2	Mus musculus (Mouse)	10090	Calmodulin regulated spectrin-associated protein family, member 2
A0A0A6YY76	A0A0A6YY76_MOUSE	71253	642	Ildr2	Mus musculus (Mouse)	10090	Immunoglobulin-like domain-containing receptor 2
A0A0A6YY83	A0A0A6YY83_MOUSE	136772	1255	Pcdh7	Mus musculus (Mouse)	10090	Protocadherin 7
A0A0A6YY88	A0A0A6YY88_MOUSE	6576	60	Pcdh1	Mus musculus (Mouse)	10090	Protocadherin 1
A0A0A6YYP6	A0A0A6YYP6_MOUSE	44037	397	Sirpb1a	Mus musculus (Mouse)	10090	Signal-regulatory protein beta 1A
A0A0A7EP66	A0A0A7EP66_MOUSE	12175	121	Snorc 3110079O15Rik	Mus musculus (Mouse)	10090	C2ORF82 (Protein SNORC transcript variant)
A0A0A7EPH8	A0A0A7EPH8_MOUSE	28928	261	Meis2	Mus musculus (Mouse)	10090	Meis2 homeobox isoform 2c
A0A0A7NQN9	A0A0A7NQN9_MOUSE	64045	566	Cacnb2 CACNB2	Mus musculus (Mouse)	10090	Voltage-dependent L-type calcium channel subunit beta-2 (Calcium channel voltage-dependent subunit beta 2)
A0A0B4J1E1	A0A0B4J1E1_MOUSE	40332	370	Igsf5	Mus musculus (Mouse)	10090	Immunoglobulin superfamily, member 5
A0A0B4J1E4	A0A0B4J1E4_MOUSE	51585	456	Gpr39	Mus musculus (Mouse)	10090	G protein-coupled receptor 39
A0A0B4J1E5	A0A0B4J1E5_MOUSE	28655	250	Uck2	Mus musculus (Mouse)	10090	uridine/cytidine kinase (EC 2.7.1.48)
A0A0B4J1E7	A0A0B4J1E7_MOUSE	68031	623	Kpna4	Mus musculus (Mouse)	10090	Karyopherin (importin) alpha 4
A0A0B4J1E9	A0A0B4J1E9_MOUSE	44007	407	Vsig1	Mus musculus (Mouse)	10090	V-set and immunoglobulin domain-containing protein 1
A0A0B4J1F0	A0A0B4J1F0_MOUSE	133040	1188	Itga11	Mus musculus (Mouse)	10090	Integrin alpha 11
A0A0B4J1F3	A0A0B4J1F3_MOUSE	73574	663	Lilra6	Mus musculus (Mouse)	10090	Leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6
A0A0B4J1F5	A0A0B4J1F5_MOUSE	169020	1535	Tmem131l D930015E06Rik	Mus musculus (Mouse)	10090	Transmembrane 131 like
A0A0B4J1F6	A0A0B4J1F6_MOUSE	20895	192	BC053393	Mus musculus (Mouse)	10090	cDNA sequence BC053393
A0A0B4J1F9	A0A0B4J1F9_MOUSE	208219	1599	Tchh	Mus musculus (Mouse)	10090	Trichohyalin
A0A0B4J1G3	A0A0B4J1G3_MOUSE	20297	187	H2-K1	Mus musculus (Mouse)	10090	Histocompatibility 2, K1, K region
A0A0B4J1G4	A0A0B4J1G4_MOUSE	22349	205	Il17d	Mus musculus (Mouse)	10090	Interleukin 17D
A0A0B4J1G5	A0A0B4J1G5_MOUSE	53916	504	Elf2	Mus musculus (Mouse)	10090	E74-like factor 2
