MitoCarta3.0_List	MitoCarta3.0_Evidence	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways	Uniprot	HPA_Main_Location_2020 (Reliability)
MitoCarta3.0	"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain, induction, coexpression+, MS/MS++"	MIM	Metabolism > Lipid metabolism > Eicosanoid metabolism	Q9H7Z7	Mitochondria (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins	Q9NNW7	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Detoxification > Xenobiotic metabolism	Q6NUN0	Vesicles (Uncertain)
MitoCarta3.0	"literature, mito protein domain, induction, coexpression++, MS/MS++"	MOM	Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins	Q9NZ45	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, mito protein domain, induction, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q8IXM3	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal, mito protein domain+, induction, coexpression, MS/MS++"	MOM	Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins | Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex	Q969Z3	
MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	P82932	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q16540	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal, yeast mito homolog++, mito protein domain, MS/MS++"	MIM	"Metabolism > Electron carriers > Q-linked reactions, other | Metabolism > Sulfur metabolism"	Q9Y6N5	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_IMS, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++"	MIM	OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors	O75880	
MitoCarta3.0	"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++"	unknown	Metabolism > Amino acid metabolism > Glycine metabolism	O75600	Nucleoplasm (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++"	Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism	Q6UB35	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, mito protein domain, coexpression+, MS/MS++"	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	O75521	Mitochondria;Peroxisomes (Enhanced)
MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++"	MIM	OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits	P14927	
MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++"	MIM	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits	O75947	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++"	MIM	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits | Mitochondrial dynamics and surveillance > Cristae formation	O75964	Mitochondria (Supported)
MitoCarta3.0	"APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS++"	IMS	0	Q4VC31	Mitochondria (Approved)
MitoCarta3.0	"literature, targetP signal, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism	Q9HCC0	Mitochondria (Enhanced)
MitoCarta3.0	"targetP signal, induction, coexpression++, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > Propanoate metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation	Q96PE7	Nucleoli (Approved)
MitoCarta3.0	"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain+, MS/MS+"	Matrix	Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins	Q9NZB8	Cytosol (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > Propanoate metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Vitamin metabolism > Vitamin B12 metabolism	P22033	Cytosol (Approved)
MitoCarta3.0	"GFP, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++"	MIM	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism | Small molecule transport > SLC25A family	Q9H1U9	Mitochondria (Approved)
MitoCarta3.0	"literature, targetP signal, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS"	MIM	"Protein import, sorting and homeostasis > Protein homeostasis > Proteases"	Q9UQ90	
MitoCarta3.0	"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression++"	MIM	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits	P48201	
MitoCarta3.0	"yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	MOM	"Protein import, sorting and homeostasis > Protein homeostasis > Proteases"	Q8NBU5	Nucleoli (Approved)
MitoCarta3.0	"APEX_matrix, GFP, mito protein domain, coexpression++, MS/MS++"	Matrix	0	Q96HP4	Nucleoplasm (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	Q9H4K7	
MitoCarta3.0	"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Q6PI48	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q4U2R6	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > TCA-associated | Metabolism > Vitamin metabolism > Biotin utilizing proteins	P11498	Mitochondria (Enhanced)
MitoCarta3.0	"APEX_matrix, targetP signal+, induction, coexpression+, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > Itaconate metabolism	Q8N0X4	Cytosol (Approved)
MitoCarta3.0	"APEX_matrix, Rickettsial homolog, induction, coexpression++, MS/MS+"	MIM	Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism	Q9NP80	Cytosol;Nucleoplasm (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, mito protein domain, coexpression++, MS/MS"	Matrix	Metabolism > Lipid metabolism	O95822	
MitoCarta3.0	"targetP signal+, induction, coexpression++, MS/MS"	unknown	0	Q96I23	Nucleoplasm (Approved)
MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, coexpression, MS/MS+"	MIM	"Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway"	O60830	Microtubules (Approved)
MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q9BYC8	
MitoCarta3.0	"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS"	MIM	Small molecule transport > SLC25A family	Q70HW3	Mitochondria (Supported)
MitoCarta3.0	"targetP signal, yeast mito homolog+, mito protein domain+, MS/MS+"	MIM	"Metabolism > Amino acid metabolism > Glyoxylate metabolism | Metabolism > Electron carriers > Q-linked reactions, other"	Q9UF12	Nucleoplasm (Approved)
MitoCarta3.0	"Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	unknown	Metabolism > Detoxification	Q9NQR4	Cytosol (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	Matrix	Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins	Q6P4F2	
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > TCA-associated	P23368	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Translation factors	P49411	Mitochondria (Enhanced)
MitoCarta3.0	"literature, targetP signal, yeast mito homolog+, mito protein domain+, induction, coexpression"	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	Q02221	
MitoCarta3.0	"APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, MS/MS"	MIM	Small molecule transport	Q6PML9	
MitoCarta3.0	"GFP, yeast mito homolog++, mito protein domain+, MS/MS++"	MIM	Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism	Q96BW9	Cytosol (Approved)
MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS++"	MIM	"Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway"	O14925	Mitochondria (Supported)
MitoCarta3.0	"literature, GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	MIM	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation	Q9NWS8	Mitochondria (Supported)
MitoCarta3.0	"literature, mito protein domain+, induction, coexpression, MS/MS+"	MOM	Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Organelle contact sites	O95140	
MitoCarta3.0	"APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS"	Matrix	"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones"	Q5SXM8	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog++, mito protein domain, induction, coexpression, MS/MS+"	IMS	"Protein import, sorting and homeostasis > Protein import and sorting > MIA40"	Q8N4Q1	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS+"	MIM	OXPHOS > Complex I > CI subunits | Metabolism > Lipid metabolism > Type II fatty acid synthesis | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | OXPHOS > OXPHOS subunits	O14561	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	Q08AH1	
MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, MS/MS"	IMS	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Q86WW8	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+"	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	Q96H96	Cytosol (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression+"	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	Q86YH6	Cytosol (Enhanced)
MitoCarta3.0	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	unknown	Metabolism > Lipid metabolism	Q08426	
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, MS/MS++"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	O75489	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS+"	MIM	Metabolism > Metals and cofactors > Heme synthesis and processing | Small molecule transport > ABC transporters	Q9NRK6	
MitoCarta3.0	"literature, targetP signal, mito protein domain, induction, coexpression, MS/MS++"	MIM	Metabolism > Nucleotide metabolism > Creatine metabolism	P17540	
MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	P82663	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, mito protein domain+, MS/MS++"	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	Q9H845	Mitochondria (Enhanced)
MitoCarta3.0	"APEX_IMS, GFP, yeast mito homolog++, mito protein domain+, MS/MS+"	MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Q9P0S2	Mitochondria (Supported)
MitoCarta3.0	"GFP, targetP signal, induction, coexpression++, MS/MS"	MIM	0	Q96ND0	Golgi apparatus;Mitochondria;Nucleoplasm (Approved)
MitoCarta3.0	"mito protein domain, induction, coexpression, MS/MS++"	Matrix	Metabolism > Lipid metabolism	Q9NPJ3	Cell Junctions (Approved)
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS++"	MOM	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle	P50416	Mitochondria (Supported)
MitoCarta3.0	"targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Vitamin metabolism > Vitamin A metabolism	Q9BTZ2	Vesicles (Approved)
MitoCarta3.0	"yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS"	IMS	0	Q8N945	Nucleoplasm (Approved)
MitoCarta3.0	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression++, MS/MS"	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Q9HA77	Mitochondria;Nucleoplasm (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, induction, coexpression, MS/MS++"	Matrix	Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy	O75323	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_IMS, APEX_matrix, induction, coexpression++, MS/MS++"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	P17568	
MitoCarta3.0	"induction, coexpression++, MS/MS++"	MIM	Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex	Q5XKP0	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	Matrix	Metabolism > Metals and cofactors > Fe-S-containing proteins | Metabolism > Vitamin metabolism > Vitamin C metabolism | Metabolism > Detoxification > ROS and glutathione metabolism	Q9NS18	Nucleoplasm (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q9NP92	
MitoCarta3.0	"literature, APEX_IMS, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS"	MIM	OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors	O43819	Mitochondria (Approved)
MitoCarta3.0	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	Matrix	"Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism"	Q99714	
MitoCarta3.0	"GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Q96I59	Mitochondria;Nucleoplasm (Approved)
MitoCarta3.0	"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	Q6P087	Nucleoplasm (Approved)
MitoCarta3.0	"APEX_IMS, targetP signal, mito protein domain+, coexpression, MS/MS++"	IMS	Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins | Metabolism > Sulfur metabolism	P51687	
